url,WeekID,Week Position,Song,Performer,SongID,Instance,Previous Week Position,Peak Position,Weeks on Chart
http://www.billboard.com/charts/hot-100/1958-11-22,11/22/1958,78,Little Star,The Elegants,Little StarThe Elegants,1,82,1,17
http://www.billboard.com/charts/hot-100/1958-11-22,11/22/1958,9,Lonesome Town,Ricky Nelson,Lonesome TownRicky Nelson,1,8,8,6
http://www.billboard.com/charts/hot-100/1958-11-22,11/22/1958,70,Jealous Heart,Tab Hunter,Jealous HeartTab Hunter,1,68,68,6
http://www.billboard.com/charts/hot-100/1958-11-22,11/22/1958,11,I Got A Feeling,Ricky Nelson,I Got A FeelingRicky Nelson,1,10,10,7
http://www.billboard.com/charts/hot-100/1958-11-22,11/22/1958,97,Crazy Country Hop,Johnny Otis,Crazy Country HopJohnny Otis,1,87,87,3
http://www.billboard.com/charts/hot-100/1958-11-22,11/22/1958,6,Beep Beep,The Playmates,Beep BeepThe Playmates,1,6,6,4
http://www.billboard.com/charts/hot-100/1958-11-22,11/22/1958,15,Cannonball,Duane Eddy His Twangy Guitar And The Rebels,CannonballDuane Eddy His Twangy Guitar And The Rebels,1,25,15,4
http://www.billboard.com/charts/hot-100/1958-11-22,11/22/1958,36,That Old Black Magic,Louis Prima And Keely Smith,That Old Black MagicLouis Prima And Keely Smith,1,62,36,4
http://www.billboard.com/charts/hot-100/1958-11-22,11/22/1958,53,A Part Of Me,Jimmy Clanton,A Part Of MeJimmy Clanton,1,60,53,4
http://www.billboard.com/charts/hot-100/1958-11-22,11/22/1958,28,Poor Boy,The Royaltones,Poor BoyThe Royaltones,1,24,24,6
http://www.billboard.com/charts/hot-100/1958-11-22,11/22/1958,16,Forget Me Not,Kalin Twins,Forget Me NotKalin Twins,1,16,12,9
http://www.billboard.com/charts/hot-100/1958-11-22,11/22/1958,67,Look Who's Blue,Don Gibson,Look Who's BlueDon Gibson,1,58,58,9
http://www.billboard.com/charts/hot-100/1958-11-22,11/22/1958,73,Give Myself A Party,Don Gibson,Give Myself A PartyDon Gibson,1,77,46,9
http://www.billboard.com/charts/hot-100/1958-11-22,11/22/1958,84,No One But You (In My Heart),The Ames Brothers,No One But You (In My Heart)The Ames Brothers,1,55,45,9
http://www.billboard.com/charts/hot-100/1958-11-22,11/22/1958,95,Leave Me Alone (Let Me Cry),Dicky Doo And The Don'ts,Leave Me Alone (Let Me Cry)Dicky Doo And The Don'ts,1,72,44,9
http://www.billboard.com/charts/hot-100/1958-11-22,11/22/1958,59,For My Good Fortune,Pat Boone,For My Good FortunePat Boone,1,61,23,10
http://www.billboard.com/charts/hot-100/1958-11-22,11/22/1958,1,It's Only Make Believe,Conway Twitty,It's Only Make BelieveConway Twitty,1,2,1,11
http://www.billboard.com/charts/hot-100/1958-11-22,11/22/1958,20,Mexican Hat Rock,The Applejacks,Mexican Hat RockThe Applejacks,1,18,16,11
http://www.billboard.com/charts/hot-100/1958-11-22,11/22/1958,60,Cimarron (Roll On),Billy Vaughn And His Orchestra,Cimarron (Roll On)Billy Vaughn And His Orchestra,1,65,60,6
http://www.billboard.com/charts/hot-100/1958-11-22,11/22/1958,10,Queen Of The Hop,Bobby Darin,Queen Of The HopBobby Darin,1,9,9,8
http://www.billboard.com/charts/hot-100/1958-11-22,11/22/1958,25,A Letter To An Angel,Jimmy Clanton,A Letter To An AngelJimmy Clanton,1,29,25,6
http://www.billboard.com/charts/hot-100/1958-11-22,11/22/1958,29,Walking Along,The Diamonds,Walking AlongThe Diamonds,1,39,29,5
http://www.billboard.com/charts/hot-100/1958-11-22,11/22/1958,52,What Do I Care,Johnny Cash,What Do I CareJohnny Cash,1,53,52,6
http://www.billboard.com/charts/hot-100/1958-11-22,11/22/1958,32,Hideaway,The Four Esquires,HideawayThe Four Esquires,1,21,21,10
http://www.billboard.com/charts/hot-100/1958-11-22,11/22/1958,71,Firefly,Tony Bennett,FireflyTony Bennett,1,43,20,12
http://www.billboard.com/charts/hot-100/1958-11-22,11/22/1958,62,No One Knows,Dion & The Belmonts,No One KnowsDion & The Belmonts,1,45,24,14
http://www.billboard.com/charts/hot-100/1958-11-22,11/22/1958,5,It's All In The Game,Tommy Edwards,It's All In The GameTommy Edwards,1,4,1,15
http://www.billboard.com/charts/hot-100/1958-11-22,11/22/1958,89,It Don't Hurt No More,Nappy Brown,It Don't Hurt No MoreNappy Brown,2,,89,2
http://www.billboard.com/charts/hot-100/1958-11-22,11/22/1958,27,I'll Wait For You,Frankie Avalon,I'll Wait For YouFrankie Avalon,2,20,20,6
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,85,"Come On, Let's Go",Ritchie Valens,"Come On, Let's GoRitchie Valens",1,42,42,11
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,50,Tears On My Pillow,Little Anthony And The Imperials,Tears On My PillowLittle Anthony And The Imperials,1,33,4,17
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,72,Susie Darlin',Robin Luke,Susie Darlin'Robin Luke,1,38,5,17
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,16,Chantilly Lace,Big Bopper,Chantilly LaceBig Bopper,1,13,6,18
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,36,Rock-in Robin,Bobby Day,Rock-in RobinBobby Day,1,18,2,18
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,63,The Blob,The Five Blobs,The BlobThe Five Blobs,1,39,33,9
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,70,Nobody But You,Dee Clark,Nobody But YouDee Clark,1,,70,1
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,11,Queen Of The Hop,Bobby Darin,Queen Of The HopBobby Darin,1,10,9,9
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,78,Bird Dog,The Everly Brothers,Bird DogThe Everly Brothers,1,46,2,18
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,90,Little Red Riding Hood,Big Bopper,Little Red Riding HoodBig Bopper,1,,90,1
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,92,I Want To Be Happy Cha Cha,The Tommy Dorsey Orchestra Starring Warren Covington,I Want To Be Happy Cha ChaThe Tommy Dorsey Orchestra Starring Warren Covington,1,,92,1
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,62,The Chipmunk Song,The Chipmunks With David Seville,The Chipmunk SongThe Chipmunks With David Seville,1,,62,1
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,27,The Day The Rains Came,Jane Morgan,The Day The Rains CameJane Morgan,1,21,21,11
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,40,The Day The Rains Came,Raymond Lefevre and His Orchestra,The Day The Rains CameRaymond Lefevre and His Orchestra,1,37,30,6
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,13,The End,Earl Grant,The EndEarl Grant,1,12,7,12
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,39,The Mocking Bird,The Four Lads,The Mocking BirdThe Four Lads,1,34,34,5
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,93,"A House, A Car And A Wedding Ring",Mike Preston,"A House, A Car And A Wedding RingMike Preston",1,,93,1
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,54,Ten Commandments Of Love,Harvey & The Moonglows,Ten Commandments Of LoveHarvey & The Moonglows,1,48,22,12
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,69,The Secret,Gordon MacRae,The SecretGordon MacRae,1,63,18,12
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,87,The Teen Commandments,Paul Anka-Geo. Hamilton IV-Johnny Nash,The Teen CommandmentsPaul Anka-Geo. Hamilton IV-Johnny Nash,1,,87,1
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,84,The Wedding,June Valli,The WeddingJune Valli,1,99,84,2
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,83,The World Outside,The Four Aces,The World OutsideThe Four Aces,1,92,83,2
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,21,The World Outside,The Four Coins,The World OutsideThe Four Coins,1,31,21,4
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,37,There Goes My Heart,Joni James,There Goes My HeartJoni James,1,26,19,12
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,97,Cinderella,The Four Preps,CinderellaThe Four Preps,2,,97,2
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,88,"A House, A Car And A Wedding Ring",Dale Hawkins,"A House, A Car And A Wedding RingDale Hawkins",2,,88,3
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,14,A Lover's Question,Clyde McPhatter,A Lover's QuestionClyde McPhatter,2,19,14,8
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,42,Lonely Teardrops,Jackie Wilson,Lonely TeardropsJackie Wilson,1,88,42,2
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,43,Gotta Travel On,Billy Grammer,Gotta Travel OnBilly Grammer,1,86,43,2
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,48,Love Of My Life,The Everly Brothers,Love Of My LifeThe Everly Brothers,1,85,48,2
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,58,Need Your Love,Bobby Freeman,Need Your LoveBobby Freeman,1,72,58,2
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,61,Intermission Riff,Bernie Lowe Orchestra,Intermission RiffBernie Lowe Orchestra,1,81,61,2
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,75,Donna,Ritchie Valens,DonnaRitchie Valens,1,93,75,2
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,24,Tea For Two Cha Cha,The Tommy Dorsey Orchestra,Tea For Two Cha ChaThe Tommy Dorsey Orchestra,1,14,7,14
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,99,Seven Minutes In Heaven,Poni-Tails,Seven Minutes In HeavenPoni-Tails,1,,99,1
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,57,Sing Sing Sing,Bernie Lowe Orchestra,Sing Sing SingBernie Lowe Orchestra,1,76,57,2
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,81,16 Candles,The Crests,16 CandlesThe Crests,1,91,81,2
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,82,C'mon Everybody,Eddie Cochran,C'mon EverybodyEddie Cochran,1,94,82,2
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,9,I Got Stung,Elvis Presley,I Got StungElvis Presley,1,8,8,5
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,80,Light Of Love,Peggy Lee,Light Of LovePeggy Lee,1,64,63,5
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,59,Love You Most Of All,Sam Cooke,Love You Most Of AllSam Cooke,1,74,59,3
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,94,You Cheated,The Shields,You CheatedThe Shields,1,66,15,15
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,77,All Over Again,Johnny Cash,All Over AgainJohnny Cash,1,58,38,9
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,29,Call Me,Johnny Mathis,Call MeJohnny Mathis,1,24,21,10
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,33,Pussy Cat,The Ames Brothers,Pussy CatThe Ames Brothers,1,22,17,10
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,74,White Bucks And Saddle Shoes,"Bobby Pedrick, Jr.","White Bucks And Saddle ShoesBobby Pedrick, Jr.",1,80,74,4
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,26,Whole Lotta Loving,Fats Domino,Whole Lotta LovingFats Domino,1,49,26,3
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,89,With Your Love,Jack Scott,With Your LoveJack Scott,1,56,28,10
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,98,Sweetheart,Peggy Lee,SweetheartPeggy Lee,1,100,98,2
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,22,Smoke Gets In Your Eyes,The Platters,Smoke Gets In Your EyesThe Platters,1,50,22,3
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,51,Philadelphia U.S.A.,The Nu Tornados,Philadelphia U.S.A.The Nu Tornados,1,55,51,3
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,52,Pledging My Love,Roy Hamilton,Pledging My LoveRoy Hamilton,1,65,52,3
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,100,Joe Joe Gunne,Chuck Berry,Joe Joe GunneChuck Berry,1,83,83,3
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,49,I Want To Be Happy Cha Cha,Enoch Light & The Light Brigade,I Want To Be Happy Cha ChaEnoch Light & The Light Brigade,1,57,49,4
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,64,Jealous Heart,Tab Hunter,Jealous HeartTab Hunter,1,70,64,7
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,12,I Got A Feeling,Ricky Nelson,I Got A FeelingRicky Nelson,1,11,10,8
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,45,Non Dimenticar (Don't Forget),Nat King Cole,Non Dimenticar (Don't Forget)Nat King Cole,1,45,45,8
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,1,"To Know Him, Is To Love Him",The Teddy Bears,"To Know Him, Is To Love HimThe Teddy Bears",1,3,1,11
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,2,Tom Dooley,The Kingston Trio,Tom DooleyThe Kingston Trio,1,2,1,10
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,46,Topsy I,Cozy Cole,Topsy ICozy Cole,1,54,27,12
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,6,Topsy II,Cozy Cole,Topsy IICozy Cole,1,4,3,15
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,91,Treasure Of Your Love,Eileen Rodgers,Treasure Of Your LoveEileen Rodgers,1,61,26,15
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,44,Tunnel Of Love,Doris Day,Tunnel Of LoveDoris Day,1,43,43,6
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,66,Turvy II,Cozy Cole,Turvy IICozy Cole,1,,66,1
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,65,No One Knows,Dion & The Belmonts,No One KnowsDion & The Belmonts,1,62,24,15
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,10,It's All In The Game,Tommy Edwards,It's All In The GameTommy Edwards,1,5,1,16
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,71,Near You,Roger Williams,Near YouRoger Williams,1,47,10,16
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,86,How The Time Flies,Jerry Wallace,How The Time FliesJerry Wallace,1,77,11,16
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,18,Love Is All We Need,Tommy Edwards,Love Is All We NeedTommy Edwards,1,23,18,6
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,34,I'll Remember Tonight,Pat Boone,I'll Remember TonightPat Boone,1,35,34,6
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,41,Mr. Success,Frank Sinatra,Mr. SuccessFrank Sinatra,1,51,41,6
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,67,Mandolins In The Moonlight,Perry Como,Mandolins In The MoonlightPerry Como,1,69,47,6
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,7,Lonesome Town,Ricky Nelson,Lonesome TownRicky Nelson,1,9,7,7
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,5,One Night,Elvis Presley,One NightElvis Presley,1,7,5,4
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,8,Problems,The Everly Brothers,ProblemsThe Everly Brothers,1,17,8,4
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,23,Bimbombey,Jimmie Rodgers,BimbombeyJimmie Rodgers,1,44,23,4
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,47,Sweet Little Rock And Roller,Chuck Berry,Sweet Little Rock And RollerChuck Berry,1,68,47,4
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,96,Almost In Your Arms,Johnny Nash,Almost In Your ArmsJohnny Nash,1,87,78,4
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,4,Beep Beep,The Playmates,Beep BeepThe Playmates,1,6,4,5
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,55,Love Makes The World Go 'round,Perry Como,Love Makes The World Go 'roundPerry Como,1,40,33,8
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,56,Fallin',Connie Francis,Fallin'Connie Francis,1,41,30,8
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,73,Guaglione,Perez Prado And His Orchestra,GuaglionePerez Prado And His Orchestra,1,75,53,8
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,28,Need You,Donnie Owens,Need YouDonnie Owens,1,30,28,9
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,20,Forget Me Not,Kalin Twins,Forget Me NotKalin Twins,1,16,12,10
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,19,Cannonball,Duane Eddy His Twangy Guitar And The Rebels,CannonballDuane Eddy His Twangy Guitar And The Rebels,1,15,15,5
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,35,That Old Black Magic,Louis Prima And Keely Smith,That Old Black MagicLouis Prima And Keely Smith,1,36,35,5
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,38,A Part Of Me,Jimmy Clanton,A Part Of MeJimmy Clanton,1,53,38,5
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,79,Look Who's Blue,Don Gibson,Look Who's BlueDon Gibson,1,67,58,10
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,95,Give Myself A Party,Don Gibson,Give Myself A PartyDon Gibson,1,73,46,10
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,25,Hideaway,The Four Esquires,HideawayThe Four Esquires,1,32,21,11
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,68,For My Good Fortune,Pat Boone,For My Good FortunePat Boone,1,59,23,11
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,3,It's Only Make Believe,Conway Twitty,It's Only Make BelieveConway Twitty,1,1,1,12
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,32,Mexican Hat Rock,The Applejacks,Mexican Hat RockThe Applejacks,1,20,16,12
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,17,Poor Boy,The Royaltones,Poor BoyThe Royaltones,1,28,17,7
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,31,A Letter To An Angel,Jimmy Clanton,A Letter To An AngelJimmy Clanton,1,25,25,7
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,53,Cimarron (Roll On),Billy Vaughn And His Orchestra,Cimarron (Roll On)Billy Vaughn And His Orchestra,1,60,53,7
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,30,Walking Along,The Diamonds,Walking AlongThe Diamonds,1,29,29,6
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,60,What Do I Care,Johnny Cash,What Do I CareJohnny Cash,1,52,52,7
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,76,Firefly,Tony Bennett,FireflyTony Bennett,1,71,20,13
http://www.billboard.com/charts/hot-100/1958-11-29,11/29/1958,15,I'll Wait For You,Frankie Avalon,I'll Wait For YouFrankie Avalon,2,27,15,7
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,41,Pussy Cat,The Ames Brothers,Pussy CatThe Ames Brothers,1,33,17,11
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,99,Don't You Know Yockomo,"Huey ""piano"" Smith With His Clowns","Don't You Know YockomoHuey ""piano"" Smith With His Clowns",1,,99,1
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,24,Poor Boy,The Royaltones,Poor BoyThe Royaltones,1,17,17,8
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,29,A Letter To An Angel,Jimmy Clanton,A Letter To An AngelJimmy Clanton,1,31,25,8
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,61,Peek-A-Boo,The Cadillacs,Peek-A-BooThe Cadillacs,1,,61,1
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,64,Big Bopper's Wedding,Big Bopper,Big Bopper's WeddingBig Bopper,1,,64,1
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,57,My Happiness,Connie Francis,My HappinessConnie Francis,1,,57,1
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,44,Cimarron (Roll On),Billy Vaughn And His Orchestra,Cimarron (Roll On)Billy Vaughn And His Orchestra,1,53,44,8
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,74,Tears On My Pillow,Little Anthony And The Imperials,Tears On My PillowLittle Anthony And The Imperials,1,50,4,18
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,70,The Blob,The Five Blobs,The BlobThe Five Blobs,1,63,33,10
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,80,Come Prima,Tony Dallara,Come PrimaTony Dallara,1,,80,1
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,69,Manhattan Spiritual,Reg Owen & His Orchestra,Manhattan SpiritualReg Owen & His Orchestra,1,,69,1
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,15,Chantilly Lace,Big Bopper,Chantilly LaceBig Bopper,1,16,6,19
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,38,Rock-in Robin,Bobby Day,Rock-in RobinBobby Day,1,36,2,19
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,93,I Cried A Tear,LaVern Baker,I Cried A TearLaVern Baker,1,,93,1
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,37,The Chipmunk Song,The Chipmunks With David Seville,The Chipmunk SongThe Chipmunks With David Seville,1,62,37,2
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,28,The Day The Rains Came,Jane Morgan,The Day The Rains CameJane Morgan,1,27,21,12
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,75,The Day The Rains Came,Raymond Lefevre and His Orchestra,The Day The Rains CameRaymond Lefevre and His Orchestra,1,40,30,7
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,83,The Diary,Neil Sedaka,The DiaryNeil Sedaka,1,,83,1
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,20,The End,Earl Grant,The EndEarl Grant,1,13,7,13
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,91,The Fool And The Angel,Bobby Helms,The Fool And The AngelBobby Helms,1,,91,1
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,32,The Mocking Bird,The Four Lads,The Mocking BirdThe Four Lads,1,39,32,6
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,90,Diamond Ring,Jerry Wallace,Diamond RingJerry Wallace,1,,90,1
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,94,Stagger Lee,Lloyd Price,Stagger LeeLloyd Price,1,,94,1
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,95,Billy Bayou,Jim Reeves,Billy BayouJim Reeves,1,,95,1
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,98,(I Wanna) Dance With The Teacher,The Olympics,(I Wanna) Dance With The TeacherThe Olympics,1,,98,1
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,92,"Come On, Let's Go",Ritchie Valens,"Come On, Let's GoRitchie Valens",1,85,42,12
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,56,Ten Commandments Of Love,Harvey & The Moonglows,Ten Commandments Of LoveHarvey & The Moonglows,1,54,22,13
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,82,The Secret,Gordon MacRae,The SecretGordon MacRae,1,69,18,13
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,42,The Teen Commandments,Paul Anka-Geo. Hamilton IV-Johnny Nash,The Teen CommandmentsPaul Anka-Geo. Hamilton IV-Johnny Nash,1,87,42,2
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,71,The Wedding,June Valli,The WeddingJune Valli,1,84,71,3
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,86,The World Outside,Roger Williams,The World OutsideRoger Williams,1,,86,1
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,79,The World Outside,The Four Aces,The World OutsideThe Four Aces,1,83,79,3
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,26,The World Outside,The Four Coins,The World OutsideThe Four Coins,1,21,21,5
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,36,There Goes My Heart,Joni James,There Goes My HeartJoni James,1,37,19,13
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,87,Cinderella,The Four Preps,CinderellaThe Four Preps,2,97,87,3
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,89,"A House, A Car And A Wedding Ring",Dale Hawkins,"A House, A Car And A Wedding RingDale Hawkins",2,88,88,4
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,96,Crazy Country Hop,Johnny Otis,Crazy Country HopJohnny Otis,2,,96,4
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,14,A Lover's Question,Clyde McPhatter,A Lover's QuestionClyde McPhatter,2,14,14,9
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,63,Nobody But You,Dee Clark,Nobody But YouDee Clark,1,70,63,2
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,72,Little Red Riding Hood,Big Bopper,Little Red Riding HoodBig Bopper,1,90,72,2
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,81,I Want To Be Happy Cha Cha,The Tommy Dorsey Orchestra Starring Warren Covington,I Want To Be Happy Cha ChaThe Tommy Dorsey Orchestra Starring Warren Covington,1,92,81,2
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,23,Tea For Two Cha Cha,The Tommy Dorsey Orchestra,Tea For Two Cha ChaThe Tommy Dorsey Orchestra,1,24,7,15
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,48,I Want To Be Happy Cha Cha,Enoch Light & The Light Brigade,I Want To Be Happy Cha ChaEnoch Light & The Light Brigade,1,49,48,5
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,30,Gotta Travel On,Billy Grammer,Gotta Travel OnBilly Grammer,1,43,30,3
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,33,Lonely Teardrops,Jackie Wilson,Lonely TeardropsJackie Wilson,1,42,33,3
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,54,Need Your Love,Bobby Freeman,Need Your LoveBobby Freeman,1,58,54,3
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,55,Donna,Ritchie Valens,DonnaRitchie Valens,1,75,55,3
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,66,Intermission Riff,Bernie Lowe Orchestra,Intermission RiffBernie Lowe Orchestra,1,61,61,3
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,73,Love Of My Life,The Everly Brothers,Love Of My LifeThe Everly Brothers,1,48,48,3
http://www.billboard.com/charts/hot-100/1958-12-06,12/6/1958,97,You Cheated,The Shields,You CheatedThe Shields,1,94,15,16
